boxing_v1 pettingzoo
<SubprocVectorEnv instance>
No agent are not learnable.
Arguments:  {'env_name': 'boxing_v1', 'env_type': 'pettingzoo', 'num_envs': 5, 'ram': True, 'seed': [11, 22, 33, 44, 55], 'algorithm': 'NashDQNExploiter', 'algorithm_spec': {'episodic_update': False, 'dueling': False, 'replay_buffer_size': '1e5', 'gamma': 0.99, 'multi_step': 1, 'target_update_interval': 1000, 'eps_start': 1.0, 'eps_final': 0.01, 'eps_decay': 30000}, 'batch_size': 32, 'max_episodes': 10000, 'max_steps_per_episode': 10000, 'train_start_frame': 10000, 'optimizer': 'adam', 'learning_rate': '1e-4', 'device': 'gpu', 'update_itr': 1, 'log_avg_window': 10, 'log_interval': 10, 'render': False, 'test': False, 'exploit': False, 'load_model_idx': False, 'load_model_full_path': False, 'net_architecture': {'hidden_dim_list': [64, 64, 64], 'hidden_activation': 'ReLU', 'output_activation': False}, 'marl_method': 'nash', 'marl_spec': {}}
Episode: 1, avg. length 1784.0
env1_second_0:                 episode reward: -3.8000,                 loss: nan
env2_first_0:                 episode reward: 5.6000,                 loss: nan
env2_second_0:                 episode reward: -5.6000,                 loss: nan
env3_first_0:                 episode reward: 0.2000,                 loss: nan
env3_second_0:                 episode reward: -0.2000,                 loss: nan
env4_first_0:                 episode reward: 3.3000,                 loss: nan
env4_second_0:                 episode reward: -3.3000,                 loss: nan
Episode: 31, avg. length 1784.0
env0_first_0:                 episode reward: 2.3000,                 loss: 0.0016
env0_second_0:                 episode reward: -2.3000,                 loss: nan
env1_first_0:                 episode reward: 4.2000,                 loss: nan
env1_second_0:                 episode reward: -4.2000,                 loss: nan
env2_first_0:                 episode reward: 5.9000,                 loss: nan
env2_second_0:                 episode reward: -5.9000,                 loss: nan
env3_first_0:                 episode reward: 4.3000,                 loss: nan
env3_second_0:                 episode reward: -4.3000,                 loss: nan
env4_first_0:                 episode reward: 4.9000,                 loss: nan
env4_second_0:                 episode reward: -4.9000,                 loss: nan
Episode: 41, avg. length 1784.0
env0_first_0:                 episode reward: 6.6000,                 loss: 0.0000
env0_second_0:                 episode reward: -6.6000,                 loss: nan
env1_first_0:                 episode reward: 9.7000,                 loss: nan
env1_second_0:                 episode reward: -9.7000,                 loss: nan
env2_first_0:                 episode reward: 7.8000,                 loss: nan
env2_second_0:                 episode reward: -7.8000,                 loss: nan
env3_first_0:                 episode reward: 9.0000,                 loss: nan
env3_second_0:                 episode reward: -9.0000,                 loss: nan
env4_first_0:                 episode reward: 4.0000,                 loss: nan
env4_second_0:                 episode reward: -4.0000,                 loss: nan
Episode: 51, avg. length 1784.0
env0_first_0:                 episode reward: 5.2000,                 loss: 0.0000
env0_second_0:                 episode reward: -5.2000,                 loss: nan
env1_first_0:                 episode reward: 6.9000,                 loss: nan
env1_second_0:                 episode reward: -6.9000,                 loss: nan
env2_first_0:                 episode reward: 10.7000,                 loss: nan
env2_second_0:                 episode reward: -10.7000,                 loss: nan
env3_first_0:                 episode reward: 1.4000,                 loss: nan
env3_second_0:                 episode reward: -1.4000,                 loss: nan
env4_first_0:                 episode reward: 5.0000,                 loss: nan
env4_second_0:                 episode reward: -5.0000,                 loss: nan
Episode: 61, avg. length 1784.0
env0_first_0:                 episode reward: 12.7000,                 loss: 0.0078
env0_second_0:                 episode reward: -12.7000,                 loss: nan
env1_first_0:                 episode reward: 6.3000,                 loss: nan
env1_second_0:                 episode reward: -6.3000,                 loss: nan
env2_first_0:                 episode reward: 11.0000,                 loss: nan
env2_second_0:                 episode reward: -11.0000,                 loss: nan
env3_first_0:                 episode reward: 13.8000,                 loss: nan
env3_second_0:                 episode reward: -13.8000,                 loss: nan
env4_first_0:                 episode reward: 16.4000,                 loss: nan
env4_second_0:                 episode reward: -16.4000,                 loss: nan
Episode: 71, avg. length 1784.0
env0_first_0:                 episode reward: 12.5000,                 loss: 0.0016
env0_second_0:                 episode reward: -12.5000,                 loss: nan
env1_first_0:                 episode reward: 8.2000,                 loss: nan
env1_second_0:                 episode reward: -8.2000,                 loss: nan
env2_first_0:                 episode reward: 12.7000,                 loss: nan
env2_second_0:                 episode reward: -12.7000,                 loss: nan
env3_first_0:                 episode reward: 11.0000,                 loss: nan
env3_second_0:                 episode reward: -11.0000,                 loss: nan
env4_first_0:                 episode reward: 16.7000,                 loss: nan
env4_second_0:                 episode reward: -16.7000,                 loss: nan
Episode: 81, avg. length 1784.0
env0_first_0:                 episode reward: 9.6000,                 loss: 0.0141
env0_second_0:                 episode reward: -9.6000,                 loss: nan
env1_first_0:                 episode reward: 9.8000,                 loss: nan
env1_second_0:                 episode reward: -9.8000,                 loss: nan
env2_first_0:                 episode reward: 10.8000,                 loss: nan
env2_second_0:                 episode reward: -10.8000,                 loss: nan
env3_first_0:                 episode reward: 10.2000,                 loss: nan
env3_second_0:                 episode reward: -10.2000,                 loss: nan
env4_first_0:                 episode reward: 10.2000,                 loss: nan
env4_second_0:                 episode reward: -10.2000,                 loss: nan
Episode: 91, avg. length 1784.0
env0_first_0:                 episode reward: 8.1000,                 loss: 0.0078
env0_second_0:                 episode reward: -8.1000,                 loss: nan
env1_first_0:                 episode reward: 12.6000,                 loss: nan
env1_second_0:                 episode reward: -12.6000,                 loss: nan
env2_first_0:                 episode reward: 9.9000,                 loss: nan
env2_second_0:                 episode reward: -9.9000,                 loss: nan
env3_first_0:                 episode reward: 21.6000,                 loss: nan
env3_second_0:                 episode reward: -21.6000,                 loss: nan
env4_first_0:                 episode reward: 14.4000,                 loss: nan
env4_second_0:                 episode reward: -14.4000,                 loss: nan
Episode: 101, avg. length 1784.0
env0_first_0:                 episode reward: 6.4000,                 loss: 0.0125
env0_second_0:                 episode reward: -6.4000,                 loss: nan
env1_first_0:                 episode reward: 19.0000,                 loss: nan
env1_second_0:                 episode reward: -19.0000,                 loss: nan
env2_first_0:                 episode reward: 6.7000,                 loss: nan
env2_second_0:                 episode reward: -6.7000,                 loss: nan
env3_first_0:                 episode reward: 7.8000,                 loss: nan
env3_second_0:                 episode reward: -7.8000,                 loss: nan
env4_first_0:                 episode reward: 9.5000,                 loss: nan
env4_second_0:                 episode reward: -9.5000,                 loss: nan
Episode: 111, avg. length 1784.0
env0_first_0:                 episode reward: 13.1000,                 loss: 0.0031
env0_second_0:                 episode reward: -13.1000,                 loss: nan
env1_first_0:                 episode reward: 14.7000,                 loss: nan
env1_second_0:                 episode reward: -14.7000,                 loss: nan
env2_first_0:                 episode reward: 11.9000,                 loss: nan
env2_second_0:                 episode reward: -11.9000,                 loss: nan
env3_first_0:                 episode reward: 11.8000,                 loss: nan
env3_second_0:                 episode reward: -11.8000,                 loss: nan
env4_first_0:                 episode reward: 17.6000,                 loss: nan
env4_second_0:                 episode reward: -17.6000,                 loss: nan
Episode: 121, avg. length 1784.0
env0_first_0:                 episode reward: 7.2000,                 loss: 0.0000
env0_second_0:                 episode reward: -7.2000,                 loss: nan
env1_first_0:                 episode reward: 11.3000,                 loss: nan
env1_second_0:                 episode reward: -11.3000,                 loss: nan
env2_first_0:                 episode reward: 6.6000,                 loss: nan
env2_second_0:                 episode reward: -6.6000,                 loss: nan
env3_first_0:                 episode reward: 9.7000,                 loss: nan
env3_second_0:                 episode reward: -9.7000,                 loss: nan
env4_first_0:                 episode reward: 7.3000,                 loss: nan
env4_second_0:                 episode reward: -7.3000,                 loss: nan
Episode: 131, avg. length 1784.0
env0_first_0:                 episode reward: 13.1000,                 loss: 0.0000
env0_second_0:                 episode reward: -13.1000,                 loss: nan
env1_first_0:                 episode reward: 7.4000,                 loss: nan
env1_second_0:                 episode reward: -7.4000,                 loss: nan
env2_first_0:                 episode reward: 10.7000,                 loss: nan
env2_second_0:                 episode reward: -10.7000,                 loss: nan
env3_first_0:                 episode reward: 8.7000,                 loss: nan
env3_second_0:                 episode reward: -8.7000,                 loss: nan
env4_first_0:                 episode reward: 11.0000,                 loss: nan
env4_second_0:                 episode reward: -11.0000,                 loss: nan
Episode: 141, avg. length 1784.0
env0_first_0:                 episode reward: 18.7000,                 loss: 0.0000
env0_second_0:                 episode reward: -18.7000,                 loss: nan
env1_first_0:                 episode reward: 8.4000,                 loss: nan
env1_second_0:                 episode reward: -8.4000,                 loss: nan
env2_first_0:                 episode reward: 13.0000,                 loss: nan
env2_second_0:                 episode reward: -13.0000,                 loss: nan
env3_first_0:                 episode reward: 10.0000,                 loss: nan
env3_second_0:                 episode reward: -10.0000,                 loss: nan
env4_first_0:                 episode reward: 10.6000,                 loss: nan
env4_second_0:                 episode reward: -10.6000,                 loss: nan
Episode: 151, avg. length 1784.0
env0_first_0:                 episode reward: 11.1000,                 loss: 0.0047
env0_second_0:                 episode reward: -11.1000,                 loss: nan
env1_first_0:                 episode reward: 10.4000,                 loss: nan
env1_second_0:                 episode reward: -10.4000,                 loss: nan
env2_first_0:                 episode reward: 12.3000,                 loss: nan
env2_second_0:                 episode reward: -12.3000,                 loss: nan
env3_first_0:                 episode reward: 5.0000,                 loss: nan
env3_second_0:                 episode reward: -5.0000,                 loss: nan
env4_first_0:                 episode reward: 12.1000,                 loss: nan
env4_second_0:                 episode reward: -12.1000,                 loss: nan
Episode: 161, avg. length 1784.0
env0_first_0:                 episode reward: 12.5000,                 loss: 0.0063
env0_second_0:                 episode reward: -12.5000,                 loss: nan
env1_first_0:                 episode reward: 10.9000,                 loss: nan
env1_second_0:                 episode reward: -10.9000,                 loss: nan
env2_first_0:                 episode reward: 6.5000,                 loss: nan
env2_second_0:                 episode reward: -6.5000,                 loss: nan
env3_first_0:                 episode reward: 12.0000,                 loss: nan
env3_second_0:                 episode reward: -12.0000,                 loss: nan
env4_first_0:                 episode reward: 11.6000,                 loss: nan
env4_second_0:                 episode reward: -11.6000,                 loss: nan
Episode: 171, avg. length 1784.0
env0_first_0:                 episode reward: 12.0000,                 loss: 0.0000
env0_second_0:                 episode reward: -12.0000,                 loss: nan
env1_first_0:                 episode reward: 13.1000,                 loss: nan
env1_second_0:                 episode reward: -13.1000,                 loss: nan
env2_first_0:                 episode reward: 10.5000,                 loss: nan
env2_second_0:                 episode reward: -10.5000,                 loss: nan
env3_first_0:                 episode reward: 12.4000,                 loss: nan
env3_second_0:                 episode reward: -12.4000,                 loss: nan
env4_first_0:                 episode reward: 14.9000,                 loss: nan
env4_second_0:                 episode reward: -14.9000,                 loss: nan
Episode: 181, avg. length 1784.0
env0_first_0:                 episode reward: 12.7000,                 loss: 0.0016
env0_second_0:                 episode reward: -12.7000,                 loss: nan
env1_first_0:                 episode reward: 9.4000,                 loss: nan
env1_second_0:                 episode reward: -9.4000,                 loss: nan
env2_first_0:                 episode reward: 13.1000,                 loss: nan
env2_second_0:                 episode reward: -13.1000,                 loss: nan
env3_first_0:                 episode reward: 7.7000,                 loss: nan
env3_second_0:                 episode reward: -7.7000,                 loss: nan
env4_first_0:                 episode reward: 16.1000,                 loss: nan
env4_second_0:                 episode reward: -16.1000,                 loss: nan
Episode: 191, avg. length 1784.0
env0_first_0:                 episode reward: 19.6000,                 loss: 0.0031
env0_second_0:                 episode reward: -19.6000,                 loss: nan
env1_first_0:                 episode reward: 13.2000,                 loss: nan
env1_second_0:                 episode reward: -13.2000,                 loss: nan
env2_first_0:                 episode reward: 6.0000,                 loss: nan
env2_second_0:                 episode reward: -6.0000,                 loss: nan
env3_first_0:                 episode reward: 13.1000,                 loss: nan
env3_second_0:                 episode reward: -13.1000,                 loss: nan
env4_first_0:                 episode reward: 6.9000,                 loss: nan
env4_second_0:                 episode reward: -6.9000,                 loss: nan
Episode: 201, avg. length 1784.0
env0_first_0:                 episode reward: 12.6000,                 loss: 0.0016
env0_second_0:                 episode reward: -12.6000,                 loss: nan
env1_first_0:                 episode reward: 11.6000,                 loss: nan
env1_second_0:                 episode reward: -11.6000,                 loss: nan
env2_first_0:                 episode reward: 13.4000,                 loss: nan
env2_second_0:                 episode reward: -13.4000,                 loss: nan
env3_first_0:                 episode reward: 8.0000,                 loss: nan
env3_second_0:                 episode reward: -8.0000,                 loss: nan
env4_first_0:                 episode reward: 6.3000,                 loss: nan
env4_second_0:                 episode reward: -6.3000,                 loss: nan
Episode: 211, avg. length 1784.0
env0_first_0:                 episode reward: 7.7000,                 loss: 0.0031
env0_second_0:                 episode reward: -7.7000,                 loss: nan
env1_first_0:                 episode reward: 7.4000,                 loss: nan
env1_second_0:                 episode reward: -7.4000,                 loss: nan
env2_first_0:                 episode reward: 11.3000,                 loss: nan
env2_second_0:                 episode reward: -11.3000,                 loss: nan
env3_first_0:                 episode reward: 10.0000,                 loss: nan
env3_second_0:                 episode reward: -10.0000,                 loss: nan
env4_first_0:                 episode reward: 12.0000,                 loss: nan
env4_second_0:                 episode reward: -12.0000,                 loss: nan
Episode: 221, avg. length 1784.0
env0_first_0:                 episode reward: 7.6000,                 loss: 0.0063
env0_second_0:                 episode reward: -7.6000,                 loss: nan
env1_first_0:                 episode reward: 9.0000,                 loss: nan
env1_second_0:                 episode reward: -9.0000,                 loss: nan
env2_first_0:                 episode reward: 12.6000,                 loss: nan
env2_second_0:                 episode reward: -12.6000,                 loss: nan
env3_first_0:                 episode reward: 8.8000,                 loss: nan
env3_second_0:                 episode reward: -8.8000,                 loss: nan
env4_first_0:                 episode reward: 12.4000,                 loss: nan
env4_second_0:                 episode reward: -12.4000,                 loss: nan
Episode: 231, avg. length 1784.0
env0_first_0:                 episode reward: 8.9000,                 loss: 0.0016
env0_second_0:                 episode reward: -8.9000,                 loss: nan
env1_first_0:                 episode reward: 10.3000,                 loss: nan
env1_second_0:                 episode reward: -10.3000,                 loss: nan
env2_first_0:                 episode reward: 10.6000,                 loss: nan
env2_second_0:                 episode reward: -10.6000,                 loss: nan
env3_first_0:                 episode reward: 14.7000,                 loss: nan
env3_second_0:                 episode reward: -14.7000,                 loss: nan
env4_first_0:                 episode reward: 11.3000,                 loss: nan
env4_second_0:                 episode reward: -11.3000,                 loss: nan
Episode: 241, avg. length 1784.0
env0_first_0:                 episode reward: 12.0000,                 loss: 0.0000
env0_second_0:                 episode reward: -12.0000,                 loss: nan
env1_first_0:                 episode reward: 14.7000,                 loss: nan
env1_second_0:                 episode reward: -14.7000,                 loss: nan
env2_first_0:                 episode reward: 9.7000,                 loss: nan
env2_second_0:                 episode reward: -9.7000,                 loss: nan
env3_first_0:                 episode reward: 8.7000,                 loss: nan
env3_second_0:                 episode reward: -8.7000,                 loss: nan
env4_first_0:                 episode reward: 8.1000,                 loss: nan
env4_second_0:                 episode reward: -8.1000,                 loss: nan
Episode: 251, avg. length 1784.0
env0_first_0:                 episode reward: 14.8000,                 loss: 0.0063
env0_second_0:                 episode reward: -14.8000,                 loss: nan
env1_first_0:                 episode reward: 12.2000,                 loss: nan
env1_second_0:                 episode reward: -12.2000,                 loss: nan
env2_first_0:                 episode reward: 15.5000,                 loss: nan
env2_second_0:                 episode reward: -15.5000,                 loss: nan
env3_first_0:                 episode reward: 10.2000,                 loss: nan
env3_second_0:                 episode reward: -10.2000,                 loss: nan
env4_first_0:                 episode reward: 12.8000,                 loss: nan
env4_second_0:                 episode reward: -12.8000,                 loss: nan
Episode: 261, avg. length 1784.0
env0_first_0:                 episode reward: 9.6000,                 loss: 0.0016
env0_second_0:                 episode reward: -9.6000,                 loss: nan
env1_first_0:                 episode reward: 16.4000,                 loss: nan
env1_second_0:                 episode reward: -16.4000,                 loss: nan
env2_first_0:                 episode reward: 15.5000,                 loss: nan
env2_second_0:                 episode reward: -15.5000,                 loss: nan
env3_first_0:                 episode reward: 7.4000,                 loss: nan
env3_second_0:                 episode reward: -7.4000,                 loss: nan
env4_first_0:                 episode reward: 6.8000,                 loss: nan
env4_second_0:                 episode reward: -6.8000,                 loss: nan
Episode: 271, avg. length 1784.0
env0_first_0:                 episode reward: 14.1000,                 loss: 0.0063
env0_second_0:                 episode reward: -14.1000,                 loss: nan
env1_first_0:                 episode reward: 16.7000,                 loss: nan
env1_second_0:                 episode reward: -16.7000,                 loss: nan
env2_first_0:                 episode reward: 12.4000,                 loss: nan
env2_second_0:                 episode reward: -12.4000,                 loss: nan
env3_first_0:                 episode reward: 12.5000,                 loss: nan
env3_second_0:                 episode reward: -12.5000,                 loss: nan
env4_first_0:                 episode reward: 11.9000,                 loss: nan
env4_second_0:                 episode reward: -11.9000,                 loss: nan
Episode: 281, avg. length 1784.0
env0_first_0:                 episode reward: 10.0000,                 loss: 0.0000
env0_second_0:                 episode reward: -10.0000,                 loss: nan
env1_first_0:                 episode reward: 11.8000,                 loss: nan
env1_second_0:                 episode reward: -11.8000,                 loss: nan
env2_first_0:                 episode reward: 10.2000,                 loss: nan
env2_second_0:                 episode reward: -10.2000,                 loss: nan
env3_first_0:                 episode reward: 10.7000,                 loss: nan
env3_second_0:                 episode reward: -10.7000,                 loss: nan
env4_first_0:                 episode reward: 9.8000,                 loss: nan
env4_second_0:                 episode reward: -9.8000,                 loss: nan
Episode: 291, avg. length 1784.0
env0_first_0:                 episode reward: 16.8000,                 loss: 0.0016
env0_second_0:                 episode reward: -16.8000,                 loss: nan
env1_first_0:                 episode reward: 10.3000,                 loss: nan
env1_second_0:                 episode reward: -10.3000,                 loss: nan
env2_first_0:                 episode reward: 13.9000,                 loss: nan
env2_second_0:                 episode reward: -13.9000,                 loss: nan
env3_first_0:                 episode reward: 8.0000,                 loss: nan
env3_second_0:                 episode reward: -8.0000,                 loss: nan
env4_first_0:                 episode reward: 6.3000,                 loss: nan
env4_second_0:                 episode reward: -6.3000,                 loss: nan
Episode: 301, avg. length 1784.0
env0_first_0:                 episode reward: 13.9000,                 loss: 0.0063
env0_second_0:                 episode reward: -13.9000,                 loss: nan
env1_first_0:                 episode reward: 10.0000,                 loss: nan
env1_second_0:                 episode reward: -10.0000,                 loss: nan
env2_first_0:                 episode reward: 11.4000,                 loss: nan
env2_second_0:                 episode reward: -11.4000,                 loss: nan
env3_first_0:                 episode reward: 11.8000,                 loss: nan
env3_second_0:                 episode reward: -11.8000,                 loss: nan
env4_first_0:                 episode reward: 10.8000,                 loss: nan
env4_second_0:                 episode reward: -10.8000,                 loss: nan
Episode: 311, avg. length 1784.0
env0_first_0:                 episode reward: 7.5000,                 loss: 0.0000
env0_second_0:                 episode reward: -7.5000,                 loss: nan
env1_first_0:                 episode reward: 8.0000,                 loss: nan
env1_second_0:                 episode reward: -8.0000,                 loss: nan
env2_first_0:                 episode reward: 10.0000,                 loss: nan
env2_second_0:                 episode reward: -10.0000,                 loss: nan
env3_first_0:                 episode reward: 10.0000,                 loss: nan
env3_second_0:                 episode reward: -10.0000,                 loss: nan
env4_first_0:                 episode reward: 11.4000,                 loss: nan
env4_second_0:                 episode reward: -11.4000,                 loss: nan
Episode: 321, avg. length 1784.0
env0_first_0:                 episode reward: 8.0000,                 loss: 0.0000
env0_second_0:                 episode reward: -8.0000,                 loss: nan
env1_first_0:                 episode reward: 11.3000,                 loss: nan
env1_second_0:                 episode reward: -11.3000,                 loss: nan
env2_first_0:                 episode reward: 7.0000,                 loss: nan
env2_second_0:                 episode reward: -7.0000,                 loss: nan
env3_first_0:                 episode reward: 10.1000,                 loss: nan
env3_second_0:                 episode reward: -10.1000,                 loss: nan
env4_first_0:                 episode reward: 14.3000,                 loss: nan
env4_second_0:                 episode reward: -14.3000,                 loss: nan
Episode: 331, avg. length 1784.0
env0_first_0:                 episode reward: 6.0000,                 loss: 0.0031
env0_second_0:                 episode reward: -6.0000,                 loss: nan
env1_first_0:                 episode reward: 6.3000,                 loss: nan
env1_second_0:                 episode reward: -6.3000,                 loss: nan
env2_first_0:                 episode reward: 6.4000,                 loss: nan
env2_second_0:                 episode reward: -6.4000,                 loss: nan
env3_first_0:                 episode reward: 11.1000,                 loss: nan
env3_second_0:                 episode reward: -11.1000,                 loss: nan
env4_first_0:                 episode reward: 8.2000,                 loss: nan
env4_second_0:                 episode reward: -8.2000,                 loss: nan
Episode: 341, avg. length 1784.0
env0_first_0:                 episode reward: 11.5000,                 loss: 0.0000
env0_second_0:                 episode reward: -11.5000,                 loss: nan
env1_first_0:                 episode reward: 13.3000,                 loss: nan
env1_second_0:                 episode reward: -13.3000,                 loss: nan
env2_first_0:                 episode reward: 14.7000,                 loss: nan
env2_second_0:                 episode reward: -14.7000,                 loss: nan
env3_first_0:                 episode reward: 11.0000,                 loss: nan
env3_second_0:                 episode reward: -11.0000,                 loss: nan
env4_first_0:                 episode reward: 15.0000,                 loss: nan
env4_second_0:                 episode reward: -15.0000,                 loss: nan
Episode: 351, avg. length 1784.0
env0_first_0:                 episode reward: 8.2000,                 loss: 0.0109
env0_second_0:                 episode reward: -8.2000,                 loss: nan
env1_first_0:                 episode reward: 12.4000,                 loss: nan
env1_second_0:                 episode reward: -12.4000,                 loss: nan
env2_first_0:                 episode reward: 12.8000,                 loss: nan
env2_second_0:                 episode reward: -12.8000,                 loss: nan
env3_first_0:                 episode reward: 18.6000,                 loss: nan
env3_second_0:                 episode reward: -18.6000,                 loss: nan
env4_first_0:                 episode reward: 13.0000,                 loss: nan
env4_second_0:                 episode reward: -13.0000,                 loss: nan
Episode: 361, avg. length 1784.0
env0_first_0:                 episode reward: 18.9000,                 loss: 0.0016
env0_second_0:                 episode reward: -18.9000,                 loss: nan
env1_first_0:                 episode reward: 15.8000,                 loss: nan
env1_second_0:                 episode reward: -15.8000,                 loss: nan
env2_first_0:                 episode reward: 8.7000,                 loss: nan
env2_second_0:                 episode reward: -8.7000,                 loss: nan
env3_first_0:                 episode reward: 14.3000,                 loss: nan
env3_second_0:                 episode reward: -14.3000,                 loss: nan
env4_first_0:                 episode reward: 13.0000,                 loss: nan
env4_second_0:                 episode reward: -13.0000,                 loss: nan
Episode: 371, avg. length 1784.0
env0_first_0:                 episode reward: 16.5000,                 loss: 0.0047
env0_second_0:                 episode reward: -16.5000,                 loss: nan
env1_first_0:                 episode reward: 12.2000,                 loss: nan
env1_second_0:                 episode reward: -12.2000,                 loss: nan
env2_first_0:                 episode reward: 12.0000,                 loss: nan
