pong_v1 pettingzoo
<SubprocVectorEnv instance>
Agents No. [1] (index starting from 0) are not learnable.
Arguments:  {'env_name': 'pong_v1', 'env_type': 'pettingzoo', 'num_envs': 5, 'ram': True, 'seed': 12234, 'algorithm': 'DQN', 'algorithm_spec': {'episodic_update': False, 'dueling': True, 'replay_buffer_size': '1e5', 'gamma': 0.99, 'multi_step': 1, 'target_update_interval': 1000, 'eps_start': 1.0, 'eps_final': 0.01, 'eps_decay': 30000}, 'hidden_dim': 64, 'batch_size': 64, 'max_episodes': 10000, 'max_steps_per_episode': 10000, 'train_start_frame': 10000, 'optimizer': 'adam', 'learning_rate': '1e-4', 'device': 'gpu', 'update_itr': 1, 'log_avg_window': 20, 'log_interval': 20, 'render': False, 'test': False, 'exploit': False, 'load_model_idx': False, 'load_model_full_path': False, 'net_architecture': {'hidden_dim_list': [64, 64, 64], 'hidden_activation': 'Tanh', 'output_activation': False}, 'marl_method': 'selfplay', 'marl_spec': {'selfplay_score_delta': 20, 'trainable_agent_idx': 0, 'opponent_idx': 1}}
Episode: 1, avg. length 1280.0
Score delta: 20.1, udpate the opponent.
Episode: 481, avg. length 957.2
env0_first_0:                 episode reward: 9.1500,                 loss: 0.0121
env0_second_0:                 episode reward: -9.1500,                 loss: nan
env1_first_0:                 episode reward: 5.1000,                 loss: nan
env1_second_0:                 episode reward: -5.1000,                 loss: nan
env2_first_0:                 episode reward: 7.5500,                 loss: nan
env2_second_0:                 episode reward: -7.5500,                 loss: nan
env3_first_0:                 episode reward: 7.1500,                 loss: nan
env3_second_0:                 episode reward: -7.1500,                 loss: nan
env4_first_0:                 episode reward: 9.9000,                 loss: nan
env4_second_0:                 episode reward: -9.9000,                 loss: nan
Episode: 501, avg. length 892.7
env0_first_0:                 episode reward: -0.7000,                 loss: 0.0085
env0_second_0:                 episode reward: 0.7000,                 loss: nan
env1_first_0:                 episode reward: 0.5000,                 loss: nan
env1_second_0:                 episode reward: -0.5000,                 loss: nan
env2_first_0:                 episode reward: 1.8500,                 loss: nan
env2_second_0:                 episode reward: -1.8500,                 loss: nan
env3_first_0:                 episode reward: 2.0000,                 loss: nan
env3_second_0:                 episode reward: -2.0000,                 loss: nan
env4_first_0:                 episode reward: 0.6000,                 loss: nan
env4_second_0:                 episode reward: -0.6000,                 loss: nan
Score delta: 21.9, udpate the opponent.
Episode: 521, avg. length 1116.7
env0_first_0:                 episode reward: 16.7500,                 loss: 0.0095
env0_second_0:                 episode reward: -16.7500,                 loss: nan
env1_first_0:                 episode reward: 16.2500,                 loss: nan
env1_second_0:                 episode reward: -16.2500,                 loss: nan
env2_first_0:                 episode reward: 14.4000,                 loss: nan
env2_second_0:                 episode reward: -14.4000,                 loss: nan
env3_first_0:                 episode reward: 16.1500,                 loss: nan
env3_second_0:                 episode reward: -16.1500,                 loss: nan
env4_first_0:                 episode reward: 15.2500,                 loss: nan
env4_second_0:                 episode reward: -15.2500,                 loss: nan
Score delta: 37.5, udpate the opponent.
Episode: 541, avg. length 728.0
env0_first_0:                 episode reward: 19.4000,                 loss: 0.0094
env0_second_0:                 episode reward: -19.4000,                 loss: nan
env1_first_0:                 episode reward: 17.3000,                 loss: nan
env1_second_0:                 episode reward: -17.3000,                 loss: nan
env2_first_0:                 episode reward: 20.1500,                 loss: nan
env2_second_0:                 episode reward: -20.1500,                 loss: nan
env3_first_0:                 episode reward: 18.6000,                 loss: nan
env3_second_0:                 episode reward: -18.6000,                 loss: nan
env4_first_0:                 episode reward: 19.6000,                 loss: nan
env4_second_0:                 episode reward: -19.6000,                 loss: nan
Score delta: 29.9, udpate the opponent.
Episode: 561, avg. length 828.55
env0_first_0:                 episode reward: 15.5000,                 loss: 0.0157
env0_second_0:                 episode reward: -15.5000,                 loss: nan
env1_first_0:                 episode reward: 16.0000,                 loss: nan
env1_second_0:                 episode reward: -16.0000,                 loss: nan
env2_first_0:                 episode reward: 14.9500,                 loss: nan
env2_second_0:                 episode reward: -14.9500,                 loss: nan
env3_first_0:                 episode reward: 15.5500,                 loss: nan
env3_second_0:                 episode reward: -15.5500,                 loss: nan
env4_first_0:                 episode reward: 16.6000,                 loss: nan
env4_second_0:                 episode reward: -16.6000,                 loss: nan
Score delta: 40.8, udpate the opponent.
Episode: 581, avg. length 731.0
env0_first_0:                 episode reward: 19.5500,                 loss: 0.0142
env0_second_0:                 episode reward: -19.5500,                 loss: nan
env1_first_0:                 episode reward: 19.9500,                 loss: nan
env1_second_0:                 episode reward: -19.9500,                 loss: nan
env2_first_0:                 episode reward: 20.8000,                 loss: nan
env2_second_0:                 episode reward: -20.8000,                 loss: nan
env3_first_0:                 episode reward: 19.8500,                 loss: nan
env3_second_0:                 episode reward: -19.8500,                 loss: nan
env4_first_0:                 episode reward: 20.7000,                 loss: nan
env4_second_0:                 episode reward: -20.7000,                 loss: nan
Score delta: 39.0, udpate the opponent.
Episode: 601, avg. length 743.0
env0_first_0:                 episode reward: 19.7000,                 loss: 0.0081
env0_second_0:                 episode reward: -19.7000,                 loss: nan
env1_first_0:                 episode reward: 18.9500,                 loss: nan
env1_second_0:                 episode reward: -18.9500,                 loss: nan
env2_first_0:                 episode reward: 17.3000,                 loss: nan
env2_second_0:                 episode reward: -17.3000,                 loss: nan
env3_first_0:                 episode reward: 16.4000,                 loss: nan
env3_second_0:                 episode reward: -16.4000,                 loss: nan
env4_first_0:                 episode reward: 16.8000,                 loss: nan
env4_second_0:                 episode reward: -16.8000,                 loss: nan
Score delta: 40.9, udpate the opponent.
Episode: 621, avg. length 728.0
env0_first_0:                 episode reward: 19.7500,                 loss: 0.0071
env0_second_0:                 episode reward: -19.7500,                 loss: nan
env1_first_0:                 episode reward: 19.3500,                 loss: nan
env1_second_0:                 episode reward: -19.3500,                 loss: nan
env2_first_0:                 episode reward: 18.9500,                 loss: nan
env2_second_0:                 episode reward: -18.9500,                 loss: nan
env3_first_0:                 episode reward: 20.5500,                 loss: nan
env3_second_0:                 episode reward: -20.5500,                 loss: nan
env4_first_0:                 episode reward: 20.0500,                 loss: nan
env4_second_0:                 episode reward: -20.0500,                 loss: nan
Score delta: 41.2, udpate the opponent.
Episode: 641, avg. length 728.05
env0_first_0:                 episode reward: 20.7000,                 loss: 0.0122
env0_second_0:                 episode reward: -20.7000,                 loss: nan
env1_first_0:                 episode reward: 20.9500,                 loss: nan
env1_second_0:                 episode reward: -20.9500,                 loss: nan
env2_first_0:                 episode reward: 20.8000,                 loss: nan
env2_second_0:                 episode reward: -20.8000,                 loss: nan
env3_first_0:                 episode reward: 20.8000,                 loss: nan
env3_second_0:                 episode reward: -20.8000,                 loss: nan
env4_first_0:                 episode reward: 21.0000,                 loss: nan
env4_second_0:                 episode reward: -21.0000,                 loss: nan
Score delta: 41.9, udpate the opponent.
Episode: 661, avg. length 767.75
env0_first_0:                 episode reward: 13.6000,                 loss: 0.0091
env0_second_0:                 episode reward: -13.6000,                 loss: nan
env1_first_0:                 episode reward: 12.2000,                 loss: nan
env1_second_0:                 episode reward: -12.2000,                 loss: nan
env2_first_0:                 episode reward: 10.1500,                 loss: nan
env2_second_0:                 episode reward: -10.1500,                 loss: nan
env3_first_0:                 episode reward: 11.2500,                 loss: nan
env3_second_0:                 episode reward: -11.2500,                 loss: nan
env4_first_0:                 episode reward: 12.8500,                 loss: nan
env4_second_0:                 episode reward: -12.8500,                 loss: nan
Episode: 681, avg. length 1239.4
env0_first_0:                 episode reward: 1.6000,                 loss: 0.0040
env0_second_0:                 episode reward: -1.6000,                 loss: nan
env1_first_0:                 episode reward: -2.4000,                 loss: nan
env1_second_0:                 episode reward: 2.4000,                 loss: nan
env2_first_0:                 episode reward: -2.3000,                 loss: nan
env2_second_0:                 episode reward: 2.3000,                 loss: nan
env3_first_0:                 episode reward: -2.3500,                 loss: nan
env3_second_0:                 episode reward: 2.3500,                 loss: nan
env4_first_0:                 episode reward: -3.5500,                 loss: nan
env4_second_0:                 episode reward: 3.5500,                 loss: nan
Episode: 701, avg. length 1046.05
env0_first_0:                 episode reward: 3.8000,                 loss: 0.0051
env0_second_0:                 episode reward: -3.8000,                 loss: nan
env1_first_0:                 episode reward: 3.7000,                 loss: nan
env1_second_0:                 episode reward: -3.7000,                 loss: nan
env2_first_0:                 episode reward: 8.8500,                 loss: nan
env2_second_0:                 episode reward: -8.8500,                 loss: nan
env3_first_0:                 episode reward: 5.4000,                 loss: nan
env3_second_0:                 episode reward: -5.4000,                 loss: nan
env4_first_0:                 episode reward: 6.2000,                 loss: nan
env4_second_0:                 episode reward: -6.2000,                 loss: nan
Score delta: 20.5, udpate the opponent.
Episode: 721, avg. length 899.7
env0_first_0:                 episode reward: 12.2000,                 loss: 0.0072
env0_second_0:                 episode reward: -12.2000,                 loss: nan
env1_first_0:                 episode reward: 9.2000,                 loss: nan
env1_second_0:                 episode reward: -9.2000,                 loss: nan
env2_first_0:                 episode reward: 10.2500,                 loss: nan
env2_second_0:                 episode reward: -10.2500,                 loss: nan
env3_first_0:                 episode reward: 12.5000,                 loss: nan
env3_second_0:                 episode reward: -12.5000,                 loss: nan
env4_first_0:                 episode reward: 11.7500,                 loss: nan
env4_second_0:                 episode reward: -11.7500,                 loss: nan
Score delta: 42.0, udpate the opponent.
Episode: 741, avg. length 728.0
env0_first_0:                 episode reward: 21.0000,                 loss: 0.0121
env0_second_0:                 episode reward: -21.0000,                 loss: nan
env1_first_0:                 episode reward: 20.9500,                 loss: nan
env1_second_0:                 episode reward: -20.9500,                 loss: nan
env2_first_0:                 episode reward: 21.0000,                 loss: nan
env2_second_0:                 episode reward: -21.0000,                 loss: nan
env3_first_0:                 episode reward: 20.8500,                 loss: nan
env3_second_0:                 episode reward: -20.8500,                 loss: nan
env4_first_0:                 episode reward: 19.5000,                 loss: nan
env4_second_0:                 episode reward: -19.5000,                 loss: nan
Score delta: 40.6, udpate the opponent.
Episode: 761, avg. length 728.0
env0_first_0:                 episode reward: 20.3000,                 loss: 0.0097
env0_second_0:                 episode reward: -20.3000,                 loss: nan
env1_first_0:                 episode reward: 21.0000,                 loss: nan
env1_second_0:                 episode reward: -21.0000,                 loss: nan
env2_first_0:                 episode reward: 20.9500,                 loss: nan
env2_second_0:                 episode reward: -20.9500,                 loss: nan
env3_first_0:                 episode reward: 20.6000,                 loss: nan
env3_second_0:                 episode reward: -20.6000,                 loss: nan
env4_first_0:                 episode reward: 20.6500,                 loss: nan
env4_second_0:                 episode reward: -20.6500,                 loss: nan
Score delta: 40.7, udpate the opponent.
Episode: 781, avg. length 728.0
env0_first_0:                 episode reward: 20.3500,                 loss: 0.0108
env0_second_0:                 episode reward: -20.3500,                 loss: nan
env1_first_0:                 episode reward: 20.3000,                 loss: nan
env1_second_0:                 episode reward: -20.3000,                 loss: nan
env2_first_0:                 episode reward: 21.0000,                 loss: nan
env2_second_0:                 episode reward: -21.0000,                 loss: nan
env3_first_0:                 episode reward: 20.4500,                 loss: nan
env3_second_0:                 episode reward: -20.4500,                 loss: nan
env4_first_0:                 episode reward: 19.8500,                 loss: nan
env4_second_0:                 episode reward: -19.8500,                 loss: nan
Score delta: 41.0, udpate the opponent.
Episode: 801, avg. length 728.0
env0_first_0:                 episode reward: 20.5000,                 loss: 0.0047
env0_second_0:                 episode reward: -20.5000,                 loss: nan
env1_first_0:                 episode reward: 21.0000,                 loss: nan
env1_second_0:                 episode reward: -21.0000,                 loss: nan
env2_first_0:                 episode reward: 21.0000,                 loss: nan
env2_second_0:                 episode reward: -21.0000,                 loss: nan
env3_first_0:                 episode reward: 20.4500,                 loss: nan
env3_second_0:                 episode reward: -20.4500,                 loss: nan
env4_first_0:                 episode reward: 20.9500,                 loss: nan
env4_second_0:                 episode reward: -20.9500,                 loss: nan
Score delta: 38.7, udpate the opponent.
Episode: 821, avg. length 826.5
env0_first_0:                 episode reward: 19.3500,                 loss: 0.0059
env0_second_0:                 episode reward: -19.3500,                 loss: nan
env1_first_0:                 episode reward: 19.3500,                 loss: nan
env1_second_0:                 episode reward: -19.3500,                 loss: nan
env2_first_0:                 episode reward: 18.9500,                 loss: nan
